,Country,Region,Regulated Designation,Grape variety,Degree of alcohol,Sugar content,Color,Size,Producer,Promoting agent,SAQ code,UPC code,Product of Québec,productSku,productName,productCategory,productPrice,productInStock,productType,productAvgScore,productReviews,image_link,Designation of origin,Classification,Special feature
64,Canada,"Quebec, Montérégie",Protected geographical indication (PGI),"Cayuga 74 %, Frontenac blanc 10 %, Seyval 10 %, St-Pépin 6 %",12 %,2.4 g/L,White,750 ml,Vignoble Les Artisans du Terroir,,14567593,00827924038083,Origine Québec,14567593,Artisans Prémices,Products,16.95,true,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14567593-1_1605537048.png,,Quebec wine certified,
65,Canada,"Quebec, Montérégie",Protected geographical indication (PGI),"Frontenac 54 %, Chancellor 29 %, Seyval Noir 17 %",12 %,3.6 g/L,Pink,750 ml,Vignoble Les Artisans du Terroir,,14567606,00827924038090,Origine Québec,14567606,Artisans Prémices,Products,16.95,true,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14567606-1_1603809976.png,,Quebec wine certified,
66,Italy,"Sicily, Terre Siciliane",IGP/IGT Indicazione Geografica protetta / tipica,"Frappato 70 %, Nero dAvola 30 %",12.5 %,1.9 g/L,Red,1.5 L,Arianna Occhipinti,Oenopole Inc.,12429470,00895958000208,,12429470,Arianna Occhipinti SP68,Products,68.5,true,simple,0,,https://www.saq.com/media/catalog/product/1/2/12429470-1_1604431834.png,,,"Natural Wine, Organic product"
67,Chile,"Aconcagua, Valle del Aconcagua",Denominación de origen (DO),Cabernet sauvignon,14 %,2.3 g/L,Red,750 ml,Vina Arboleda S.A.,Mark Anthony Brands Ltd,10967434,00608057104971,,10967434,Arboleda Cabernet-Sauvignon Valle de Aconcagua,Products,19,true,simple,2.5,2,https://www.saq.com/media/catalog/product/1/0/10967434-1_1580610920.png,Valle del Aconcagua,,
68,Italy,Umbria,DOP/DOC Denominazione di orgine controllata / protetta,Grechetto 100 %,13.5 %,1.4 g/L,White,750 ml,Arnaldo Caprai Società Agricola s.r.l.,La Céleste Levure inc.,13818477,04000138184777,,13818477,Arnaldo Caprai Grecante Colli Martani Grechetto,Products,26.8,true,simple,0,,https://www.saq.com/media/catalog/product/1/3/13818477-1_1578542721.png,Colli Martani,,
69,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Cabernet sauvignon, Merlot",13.5 %,2.1 g/L,Red,750 ml,Antoine Moueix,Sélect Vins Advini Inc.,36012,03326260057378,,36012,Antoine Moueix La Grande Chapelle Bordeaux,Products,13.9,true,simple,0,0,https://www.saq.com/media/catalog/product/3/6/36012-1_1608221457.png,Bordeaux,,
70,Italy,Friuli-Venezia Giulia,Denominazione di origine controllata e garantita (DOCG),Pinot grigio 100 %,12.5 %,3.4 g/L,White,750 ml,Conti Attems Srl,Mark Anthony Brands Ltd,11472409,08007425002079,,11472409,Attems Pinot Grigio Friuli,Products,18.95,true,simple,2,1,https://www.saq.com/media/catalog/product/1/1/11472409-1_1580622011.png,,,
71,United States,California,Table wine,"Petite sirah 66 %, Teroldego 19 %, Cabernet sauvignon 15 %",14 %,6 g/L,Red,750 ml,E. &amp; J. Gallo Winery,Gallo Canada Ltée (E. &amp; J.),12740840,00085000022863,,12740840,Apothic Dark,Products,14.95,true,simple,0,,https://www.saq.com/media/catalog/product/1/2/12740840-1_1585074912.png,,,
72,South Africa,"Western Cape, Coastal Region",Wine of origin (WO),Chenin blanc 100 %,12.5 %,1.5 g/L,White,750 ml,Adi Badenhorst,Symbiose vins et cies inc.,12135092,02069204591095,,12135092,Badenhorst Secateurs Chenin Blanc Swartland,Products,19.05,true,simple,0,0,https://www.saq.com/media/catalog/product/1/2/12135092-1_1580660125.png,Swartland,,
73,United States,California,Table wine,Pinot grigio 100 %,12 %,12 g/L,White,750 ml,Baron Herzog Wine Cellars Co.,81750 Canada Ltée,13112546,00087752013090,,13112546,Baron Herzog Pinot Grigio Californie,Products,20.2,true,simple,0,,https://www.saq.com/media/catalog/product/1/3/13112546-1_1581314117.png,,,Kosher (Mevushal)
74,Israel,"Galilée (Galil), Galilee",Table wine,Cabernet sauvignon 100 %,13 %,1.9 g/L,Red,750 ml,Barkan Wine Cellars Ltd,81750 Canada Ltée,11375692,00087752006108,,11375692,Barkan Classic Cabernet Sauvignon Galil,Products,19.2,true,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11375692-1_1605726644.png,,,Kosher (Mevushal)
75,United States,California,Table wine,Chardonnay 100 %,13.5 %,7.2 g/L,White,750 ml,Baron Herzog Wine Cellars Co.,81750 Canada Ltée,10348342,00087752002568,,10348342,Baron Herzog Chardonnay Californie,Products,19.1,true,simple,0,,https://www.saq.com/media/catalog/product/1/0/10348342-1_1580596218.png,,,Kosher (Mevushal)
76,United States,California,Table wine,Cabernet sauvignon 100 %,13.5 %,1.3 g/L,Red,750 ml,Baron Herzog Wine Cellars Co.,81750 Canada Ltée,11092377,00087752002575,,11092377,Baron Herzog Cabernet-Sauvignon Californie,Products,19.7,true,simple,0,,https://www.saq.com/media/catalog/product/1/1/11092377-1_1580612416.png,,,Kosher (Mevushal)
77,Israel,"Samson, Judean Foothills",Table wine,Syrah,13 %,2 g/L,Red,750 ml,Barkan Wine Cellars Ltd,81750 Canada Ltée,10961180,00087752008867,,10961180,Barkan Classic Shiraz,Products,19.55,true,simple,0,,https://www.saq.com/media/catalog/product/1/0/10961180-1_1580610916.png,,,Kosher (Mevushal)
78,United States,California,Table wine,Muscat 100 %,8.5 %,64 g/L,White,750 ml,Barefoot Cellars,Gallo Canada Ltée (E. &amp; J.),11689131,00085000016688,,11689131,Barefoot Moscato,Products,10.75,true,simple,5,2,https://www.saq.com/media/catalog/product/1/1/11689131-1_1580625918.png,,,
79,France,"Languedoc-Roussillon, Pyrénée-Orientale",(VDP/IGP) Vin de pays/Indication géographique protégée,Merlot,14 %,2.2 g/L,Red,750 ml,Baron Philippe de Rothschild SA,"Vins Arterra Canada, division Québec Inc",407544,00878448002647,,407544,Baron Philippe de Rothschild Pays d'Oc Merlot,Products,13,true,simple,0,0,https://www.saq.com/media/catalog/product/4/0/407544-1_1580600720.png,,,
80,France,"Bourgogne, Chablis et Grand Auxerrois",(AOC/AOP) Appellation origine controlée/protégée,Sauvignon blanc 100 %,12.5 %,1.3 g/L,White,750 ml,Caves Bailly-Lapierre,Importation Épicurienne Inc,10870211,03371801811445,,10870211,Bailly-Lapierre Saint Bris,Products,19.85,true,simple,0,0,https://www.saq.com/media/catalog/product/1/0/10870211-1_1580609714.png,Saint-Bris,,
81,Chile,"Valle Central, Valle del Maule",Denominación de origen (DO),Chardonnay 100 %,13.5 %,1.8 g/L,White,750 ml,Baron Philippe de Rothschild SA,"Vins Arterra Canada, division Québec Inc",14250203,00812485000709,,14250203,Baron Philippe de Rothschild Mapu Reserva Valle del Maule,Products,14,true,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14250203-1_1580352616.png,Valle del Maule,Reserva,
82,Chile,"Valle Central, Valle del Maule",Denominación de origen (DO),"Cabernet sauvignon, Carmenere",13 %,2.9 g/L,Red,750 ml,Baron Philippe de Rothschild SA,"Vins Arterra Canada, division Québec Inc",10530283,00812485000143,,10530283,Baron Philippe de Rothschild Mapu Cabernet-Sauvignon/Carmenere,Products,10.15,true,simple,1,1,https://www.saq.com/media/catalog/product/1/0/10530283-1_1580597717.png,,,
83,Portugal,"Setúbal Peninsula, Péninsule de Setúbal",Vinho regional,"Fernao Pires 57 %, Chardonnay 35 %, Arinto 8 %",13 %,2.1 g/L,White,750 ml,Bacalhoa Vinhos de Portugal SA,"Elixirs, Vins et Spiritueux Inc.",11518761,05601237001102,,11518761,Bacalhôa Catarina,Products,13.5,true,simple,4,1,https://www.saq.com/media/catalog/product/1/1/11518761-1_1580622610.png,,,
84,United States,California,Table wine,Syrah,13.5 %,9.2 g/L,Red,750 ml,Barefoot Cellars,Gallo Canada Ltée (E. &amp; J.),10915036,00018341751130,,10915036,Barefoot Shiraz,Products,10.75,true,simple,0,0,https://www.saq.com/media/catalog/product/1/0/10915036-1_1580610311.png,,,
85,Portugal,"Setúbal Peninsula, Péninsule de Setúbal",Vinho regional,"Castelao 60 %, Alicante Bouschet 40 %",14 %,6.6 g/L,Red,750 ml,Bacalhoa Vinhos de Portugal SA,"Elixirs, Vins et Spiritueux Inc.",14064101,05601237001478,,14064101,Bacalhôa Catarina,Products,14.55,true,simple,5,1,https://www.saq.com/media/catalog/product/1/4/14064101-1_1578550524.png,,,
86,France,"Languedoc-Roussillon, Pyrénée-Orientale",(VDP/IGP) Vin de pays/Indication géographique protégée,Chardonnay,13.5 %,2.5 g/L,White,750 ml,Baron Philippe de Rothschild SA,"Vins Arterra Canada, division Québec Inc",407528,00878448002678,,407528,Baron Philippe de Rothschild Chardonnay Pays d'Oc,Products,12.9,true,simple,0,0,https://www.saq.com/media/catalog/product/4/0/407528-1_1580600720.png,,,
87,United States,California,Table wine,Zinfandel 100 %,15 %,2.3 g/L,Red,750 ml,Baron Herzog Wine Cellars Co.,81750 Canada Ltée,11092342,00087752003794,,11092342,Baron Herzog Old Vine Zinfandel California,Products,19.7,true,simple,0,,https://www.saq.com/media/catalog/product/1/1/11092342-1_1580612416.png,,,Kosher (Mevushal)
88,Spain,Vallée de lEbre,Denominación de origen calificada (DOCa),Tempranillo 100 %,13.5 %,2.3 g/L,Red,750 ml,Baron de Ley,Les Sélections François Fréchette,868729,08420347292494,,868729,Baron de Ley Reserva,Products,22.65,true,simple,0,0,https://www.saq.com/media/catalog/product/8/6/868729-1_1580606125.png,Rioja Oriental,Reserva,
89,Canada,"Ontario, Niagara Peninsula",Vintners quality alliance (VQA),Pinot noir 100 %,12.5 %,,Red,750 ml,Bachelder Niagara,La Céleste Levure inc.,14232620,00185729000712,,14232620,Bachelder Wismer Parke Vineyard,Products,45,true,simple,0,,https://www.saq.com/media/catalog/product/1/4/14232620-1_1605537042.png,Twenty Mile Bench,,
90,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Cabernet sauvignon 50 %, Merlot 50 %",13 %,2.7 g/L,Red,750 ml,Baron Philippe de Rothschild SA,"Vins Arterra Canada, division Québec Inc",13861926,00878448000186,,13861926,Baron Philippe de Rothschild Baron Henri Medoc,Products,23,true,simple,0,,https://www.saq.com/media/catalog/product/1/3/13861926-1_1578544209.png,Médoc,,
91,United States,California,Table wine,Zinfandel,13.5 %,7.3 g/L,Red,750 ml,Barefoot Cellars,Gallo Canada Ltée (E. &amp; J.),11133175,00018341751093,,11133175,Barefoot Zinfandel,Products,10.75,true,simple,5,1,https://www.saq.com/media/catalog/product/1/1/11133175-1_1580613313.png,,,
92,United States,California,Table wine,Pinot gris,13 %,7.3 g/L,White,750 ml,Barefoot Cellars,Gallo Canada Ltée (E. &amp; J.),10915010,00085000014448,,10915010,Barefoot Pinot Grigio,Products,10.75,true,simple,1,1,https://www.saq.com/media/catalog/product/1/0/10915010-1_1580610310.png,,,
93,United States,California,Table wine,Muscat noir 100 %,13 %,67 g/L,Red,750 ml,Baron Herzog Wine Cellars Co.,81750 Canada Ltée,12336353,00087752013151,,12336353,Baron Herzog Jeunesse Black Muscat,Products,19.6,true,simple,0,0,https://www.saq.com/media/catalog/product/1/2/12336353-1_1603910770.png,,,Kosher (Mevushal)
94,Canada,"Ontario, Niagara Peninsula",Vintners quality alliance (VQA),Chardonnay 100 %,13.5 %,,White,750 ml,Bachelder Niagara,La Céleste Levure inc.,14555437,00185729000415,,14555437,Bachelder Wismer Wingfield Ouest Chardonnay Twenty Mile Bench,Products,45,true,simple,0,,,Twenty Mile Bench,,
95,France,"Languedoc-Roussillon, Pays dOc",(VDP/IGP) Vin de pays/Indication géographique protégée,Pinot noir,12.5 %,3.4 g/L,Red,750 ml,Baron Philippe de Rothschild SA,"Vins Arterra Canada, division Québec Inc",10915247,00878448000018,,10915247,Baron Philippe de Rothschild Pays d'Oc Pinot Noir,Products,13.3,true,simple,5,1,https://www.saq.com/media/catalog/product/1/0/10915247-1_1580610312.png,,,
96,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Merlot 70 %, Cabernet franc 30 %",14.5 %,,Red,750 ml,Bernard Magrez,Les Sélections François Fréchette,14453027,03344200002943,,14453027,Bernard Magrez Château Magrez Fombrauge Saint-Émilion Grand Cru,Products,259.75,true,simple,0,,https://www.saq.com/media/catalog/product/1/4/14453027-1_1601298627.png,Saint-Emilion Grand Cru,Grand cru,
97,Italy,Abruzzi,DOP/DOC Denominazione di orgine controllata / protetta,Montepulciano 100 %,12.5 %,2 g/L,Red,750 ml,Constellation Brands Québec,"Vins Arterra Canada, division Québec Inc",12990179,00056049134442,Bottled in Québec,12990179,Bartolo Mazzi Vittori Montepulciano d'Abruzzo,Products,8.8,true,simple,4,1,https://www.saq.com/media/catalog/product/1/2/12990179-1_1578435608.png,Montepulciano dAbruzzo,,
98,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Merlot 75 %, Cabernet franc 20 %, Cabernet sauvignon 5 %",13 %,1.7 g/L,Red,750 ml,Barton &amp; Guestier,Charton Hobbs Inc,13359274,03035131119564,,13359274,Barton & Guestier M de Magnol Côtes de Bordeaux,Products,18.85,true,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13359274-1_1578534619.png,Côtes de Bordeaux,,
99,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo,13.5 %,2 g/L,Red,750 ml,Batasiolo SPA (VP),Charton Hobbs Inc,10856777,00632738100013,,10856777,Beni di Batasiolo Barolo,Products,31.35,true,simple,0,0,https://www.saq.com/media/catalog/product/1/0/10856777-1_1605726644.png,Barolo,,
100,Italy,"Emilia-Romagna, Rubicone",IGP/IGT Indicazione Geografica protetta / tipica,Trebbiano 100 %,11 %,1.9 g/L,White,750 ml,Constellation Brands Québec,"Vins Arterra Canada, division Québec Inc",12990224,00056049134428,Bottled in Québec,12990224,Bartolo Mazzi Vittori Trebbiano Rubicone,Products,8.8,true,simple,0,0,https://www.saq.com/media/catalog/product/1/2/12990224-1_1578435609.png,,,
101,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,"Dolcetto 40 %, Barbera 30 %, Nebbiolo 30 %",13.5 %,3.2 g/L,Red,750 ml,Batasiolo SPA (VP),Charton Hobbs Inc,611251,00632738100471,,611251,Beni di Batasiolo Langhe,Products,16.9,true,simple,0,0,https://www.saq.com/media/catalog/product/6/1/611251-1_1580603421.png,Langhe,,
102,Spain,Côte Méditerranéenne,Denominación de origen (DO),Monastrell 100 %,13.5 %,3.3 g/L,Red,750 ml,Nathalie Bonhomme,Importation Épicurienne Inc,13284313,08437012278585,,13284313,Beau Bonhomme Jumilla,Products,13.05,true,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13284313-1_1578443712.png,Jumilla,,Organic product
103,United States,"California, North Coast",American Viticultural Areas (AVA),Pinot noir 100 %,15.1 %,7.6 g/L,Red,750 ml,Belle Glos Wines,La Céleste Levure inc.,14559454,00855622000521,,14559454,Belle Glos Eulenloch Napa Valley,Products,59.75,true,simple,0,,,Napa Valley,,
104,Canada,"Ontario, Niagara Peninsula",Vintners quality alliance (VQA),"Cabernet franc 36 %, Merlot 34 %, Malbec 24 %, Cabernet sauvignon 6 %",13.8 %,1.2 g/L,Red,750 ml,Hidden Bench Vineyards and Winery,Le Maitre de Chai (GB),12306411,00878102004017,,12306411,Beamsville Bench Meritage Terroir Caché Hidden Bench,Products,46,true,simple,0,,https://www.saq.com/media/catalog/product/1/2/12306411-1_1603910769.png,Beamsville Bench,,Organic product
105,United States,California,Table wine,Zinfandel,10 %,43 g/L,Pink,750 ml,Beringer Vineyards,Mark Anthony Brands Ltd,10845808,00089819006526,,10845808,Beringer Main & Vine White Zinfandel,Products,10.95,true,simple,0,0,https://www.saq.com/media/catalog/product/1/0/10845808-1_1580609114.png,,,
106,United States,"California, Central Coast",American Viticultural Areas (AVA),Sauvignon blanc 100 %,13.7 %,,White,750 ml,Beckmen Vineyards,Avant Garde Vins et Spiritueux(7213085 C,14555322,07135849920004,,14555322,Beckmen Vineyards Sauvignon Blanc Santa Ynez Valley,Products,27.3,true,simple,0,,https://www.saq.com/media/catalog/product/1/4/14555322-1_1603809968.png,Santa Ynez Valley,,
107,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),,13.5 %,1.5 g/L,Red,750 ml,Barone Ricasoli SPA Agricola,Société de Vins Fins Ltée.,3962,00618109027516,,3962,Barone Ricasoli Brolio Chianti-Classico,Products,23.6,true,simple,0,0,https://www.saq.com/media/catalog/product/3/9/3962-1_1580600714.png,Chianti Classico,,
108,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),"Sangiovese 90 %, Merlot 10 %",13 %,1.8 g/L,Red,750 ml,Barone Ricasoli SPA Agricola,Société de Vins Fins Ltée.,13188858,00618109447512,,13188858,Barone Ricasoli Chianti,Products,15.9,true,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13188858-1_1581315325.png,Chianti,,
109,Spain,Vallée de lEbre,Denominación de origen calificada (DOCa),Tempranillo 100 %,13.5 %,1.4 g/L,Red,750 ml,Gonzalez Byass SA,Univins et spiritueux Inc,13188831,08410023013901,,13188831,Beronia Rioja,Products,13.7,true,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13188831-1_1581315325.png,Rioja Alta,,
110,United States,California,Table wine,Cabernet sauvignon,13.5 %,6.9 g/L,Red,750 ml,Beringer Vineyards,Mark Anthony Brands Ltd,11133132,00089819068227,,11133132,Beringer Main & Vine Cabernet-Sauvignon,Products,10.95,true,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11133132-1_1580613312.png,,,
111,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Merlot 70 %, Cabernet franc 30 %",15.5 %,,Red,750 ml,Bernard Magrez,Les Sélections François Fréchette,14453043,03344200003711,,14453043,Bernard Magrez Château Magrez Fombrauge Saint-Émilion Grand Cru,Products,256.5,true,simple,0,,https://www.saq.com/media/catalog/product/1/4/14453043-1_1601298627.png,Saint-Emilion Grand Cru,Grand cru,
112,United States,"California, Central Coast",American Viticultural Areas (AVA),"Syrah 45 %, Grenache 39 %, Mourvèdre 9 %, Counoise 7 %",14.9 %,2.2 g/L,Red,750 ml,Beckmen Vineyards,Avant Garde Vins et Spiritueux(7213085 C,14555314,07136849770002,,14555314,Beckmen Vineyards Cuvée le Bec Santa Ynez Valley,Products,35.25,true,simple,0,,https://www.saq.com/media/catalog/product/1/4/14555314-1_1607533536.png,Santa Ynez Valley,Estate bottled,
113,United States,California,Table wine,Pinot noir 100 %,13.8 %,4.8 g/L,Red,750 ml,Beringer Vineyards,Mark Anthony Brands Ltd,903245,00089819001972,,903245,Beringer Founders' Estate Pinot Noir,Products,16.95,true,simple,0,0,https://www.saq.com/media/catalog/product/9/0/903245-1_1580607327.png,,,
114,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),"Sangiovese 80 %, Cabernet sauvignon 10 %, Merlot 10 %",13.5 %,1.8 g/L,Red,750 ml,Barone Ricasoli SPA Agricola,Société de Vins Fins Ltée.,10253440,00618109777510,,10253440,Barone Ricasoli Rocca Guicciarda Chianti Classico Riserva,Products,24.75,true,simple,4.5,2,https://www.saq.com/media/catalog/product/1/0/10253440-1_1580594718.png,Chianti Classico,,
115,United States,"California, North Coast",American Viticultural Areas (AVA),Cabernet sauvignon 100 %,14.3 %,2.6 g/L,Red,750 ml,Beringer Vineyards,Mark Anthony Brands Ltd,352583,00089819003471,,352583,Beringer Knights Valley Cabernet-Sauvignon California,Products,39.85,true,simple,0,,https://www.saq.com/media/catalog/product/3/5/352583-1_1595278817.png,Knights Valley,,
116,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Merlot 38 %, Cabernet sauvignon 36 %, Cabernet franc 14 %, Petit verdot 12 %",14 %,,Red,750 ml,Bernard DHalluin,,14606927,03760173793204,,14606927,Bernard D'Halluin Château Charmail Haut-Médoc,Products,38.25,true,simple,0,,https://www.saq.com/media/catalog/product/1/4/14606927-1_1605714959.png,Haut-Médoc,Cru bourgeois,
117,France,"Vallée du Rhône, Rhône méridional",(AOC/AOP) Appellation origine controlée/protégée,,13 %,2.3 g/L,Red,750 ml,SCA du Château de la Gardine,Vinéo Inc.,123778,03760168120008,,123778,Benjamin Brunel Rasteau,Products,20,true,simple,0,0,https://www.saq.com/media/catalog/product/1/2/123778-1_1580663713.png,Rasteau,,
118,United States,California,Table wine,Pinot gris,12.5 %,9.7 g/L,White,750 ml,Beringer Vineyards,Mark Anthony Brands Ltd,11133124,00089819760091,,11133124,Beringer Main & Vine Pinot Grigio,Products,10.95,true,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11133124-1_1580613312.png,,,
119,France,"Bourgogne, Côte de Nuits",(AOC/AOP) Appellation origine controlée/protégée,Pinot noir 100 %,13 %,,Red,750 ml,Bernard Dugat-Py,Le Maitre de Chai (GB),13908860,04000139088609,,13908860,Bernard Dugat-Py Gevrey-Chambertin Premier Cru Petite Chapelle,Products,410.75,true,simple,0,,https://www.saq.com/media/catalog/product/1/3/13908860-1_1578545411.png,Gevrey-Chambertin Premier Cru,,Organic product
120,Spain,"Vallée du Duero, Castilla y León",Vino de la tierra,"Tempranillo 95 %, Shiraz 5 %",15.1 %,,Red,750 ml,Bodegas y Vinedos Maurodos,"Elixirs, Vins et Spiritueux Inc.",14174458,08437014187304,,14174458,Bodegas Mauro Mauro,Products,58,true,simple,0,,,,,
121,France,"Bourgogne, Côte Chalonnaise/Côte du Couchois",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,13 %,1.6 g/L,White,750 ml,Berthenet et Fils,Vintrinsec (7909284 Canada inc.),14159872,03760238610026,,14159872,Berthenet Montagny Tête de Cuvée,Products,26.4,true,simple,0,,https://www.saq.com/media/catalog/product/1/4/14159872-1_1578552918.png,Montagny,,
122,Spain,Vallée de lEbre,Denominación de origen calificada (DOCa),Tempranillo 100 %,13.5 %,1.9 g/L,Red,750 ml,Bodegas Montecillo SA,Peter Mielzynski Agencies Limited,928440,00022851208015,,928440,Bodegas Montecillo Rioja Reserva,Products,17.95,true,simple,0,0,https://www.saq.com/media/catalog/product/9/2/928440-1_1580618122.png,Rioja Alta,,
123,Spain,Vallée de lEbre,Denominación de origen calificada (DOCa),Viura 100 %,12 %,1.3 g/L,White,750 ml,Bodegas Ontanon,Univins et spiritueux Inc,13265972,08411767968359,,13265972,Bodegas Ontanon Vetiver Rioja,Products,15.95,true,simple,0,,https://www.saq.com/media/catalog/product/1/3/13265972-1_1606422040.png,Rioja Oriental,,
124,Spain,Côte Méditerranéenne,Denominación de origen (DO),Monastrell 100 %,13.5 %,3.5 g/L,Red,3 L,Constellation Brands Québec,"Vins Arterra Canada, division Québec Inc",13188962,00056049134640,Bottled in Québec,13188962,Bodegas de Nobella Monastrell Yecla,Products,29.9,true,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13188962-1_1605819949.png,Yecla,,
125,Spain,Le Plateau (Meseta),Denominación de origen (DO),"Garnacha tintorera 70 %, Monastrell 30 %",14.5 %,5.7 g/L,Red,750 ml,Bodegas Atalaya,Vins Balthazard Inc. (CAD),12375942,08437005068889,,12375942,Bodegas Atalaya Laya Almansa,Products,17.3,true,simple,0,0,https://www.saq.com/media/catalog/product/1/2/12375942-1_1580663712.png,Almansa,,
126,Spain,Côte Méditerranéenne,Denominación de origen (DO),Monastrell 100 %,14 %,6.7 g/L,Red,750 ml,Bodegas Castano,Divin Paradis Inc.,11676671,08422443006197,,11676671,Bodegas Castano Hecula Yecla,Products,12.65,true,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11676671-1_1603295447.png,Yecla,,Organic product
