Country,Region,Degree of alcohol,Color,Size,Producer,Promoting agent,SAQ code,UPC code,Product of Québec,productSku,productName,productCategory,productPrice,productInStock,productType,productAvgScore,image_link,productReviews,Classification,Special feature,Designation of origin,Regulated Designation,Grape variety,Sugar content
Barbados,,40 %,Brown,700 ml,Pierre Ferrand,Corporation Bella Vita International,11659863,03460410528025,,11659863,Plantation 20Th Anniversary XO Barbados,Products,71.75,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11659863-1_1604431832.png,0,,,,,,
Canada,Alberta,45 %,Amber,750 ml,"Hood River Distillers, Inc.",Mosaiq Vins et Spiritueux Inc.,14000781,00084104116119,,14000781,Pendleton Midnight Blend Whisky,Products,39.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14000781-1_1578548421.png,0,,,,,,
Canada,Ontario,45 %,Brown,750 ml,Corby Distilleries Ltd,Corby Spiritueux et Vins Limitée,14373991,00048415540872,,14373991,Pike Creek 21 Years Old Oloroso Sherry Cask Finish,Products,86.25,false,simple,0,,0,21 ans,,,,,
United Kingdom,Wales,46 %,Amber,700 ml,The Welsh Whisky Company Limited,Corporation Bella Vita International,13848027,05011594010752,,13848027,Penderyn Gold Line Sherrywood Welsh Single Malt,Products,92.25,false,simple,0,,,Sherrywood,,,,,
United Kingdom,"Scotland, Vallée de Spey",57.5 %,Amber,700 ml,Diageo Scotland Limited,Diageo Canada Inc.,11262858,05000281026060,,11262858,Pittyvaich 20 ans Speyside Scotch Single Malt,Products,405.75,false,simple,0,,,,,,,,
Barbados,,41.2 %,White,750 ml,C. Ferrand,Corporation Bella Vita International,13736463,00695521151661,,13736463,Plantation 3 Étoiles Rhum Blanc,Products,28.15,false,simple,4,https://www.saq.com/media/catalog/product/1/3/13736463-1_1578541516.png,1,,,,,,
United States,,35 %,Red,150 ml,Sazerac Company Inc.,Charton Hobbs Inc,13713456,00088004034436,,13713456,Peychaud's Bitter,Products / Spirits / Liqueur and Cream / Bitter liqueur,13,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13713456-1_1578541223.png,0,,,,,,
United Kingdom,,25 %,Brown,750 ml,Pimms Limited,Diageo Canada Inc.,11541890,00622153621040,,11541890,Pimm's No.1 Original,Products,27.2,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11541890-1_1580622622.png,0,,,,,,
France,"Poitou-Charentes, Grande Champagne",40 %,Amber,700 ml,Pierre Ferrand,Corporation Bella Vita International,10867530,00695521121015,,10867530,Pierre Ferrand Ambre Premier Cru de Cognac Grande Champagne,Products,65.75,false,simple,0,https://www.saq.com/media/catalog/product/1/0/10867530-1_1580609712.png,0,,,Cognac,Appellation origine controlée (AOC),,
Italy,Veneto,40 %,,500 ml,Poli Distillerie,Montalvin Inc. (GB),10873657,08014115000420,,10873657,Pere di Poli Eau de Vie de Poires,Products,58.5,false,simple,0,https://www.saq.com/media/catalog/product/1/0/10873657-1_1580609715.png,,,,,,,
France,"Poitou-Charentes, Grande Champagne",45 %,Amber,700 ml,Pierre Ferrand,Corporation Bella Vita International,12157574,03460410528827,,12157574,Pierre Ferrand 1840 Grande Champagne,Products,72.5,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12157574-1_1580660425.png,0,V.S. (Very Special),,Cognac,Appellation origine controlée (AOC),,
France,,40 %,Amber,750 ml,Pierre Ferrand,Corporation Bella Vita International,13058674,00695521151852,,13058674,Plantation Pineapple Stiggins' Fancy,Products,40.5,false,simple,5,https://www.saq.com/media/catalog/product/1/3/13058674-1_1581312922.png,1,,,,,,
Italy,Veneto,40 %,,700 ml,Poli Distillerie,Montalvin Inc. (GB),454199,08014115000260,,454199,Poli Uva Viva,Products,64,false,simple,0,https://www.saq.com/media/catalog/product/4/5/454199-1_1580601319.png,,,,,,,
Poland,,40 %,White,750 ml,Polugar,Robert Peides Inc.,13336734,05902012671498,,13336734,Polugar Wheat,Products,92.5,false,simple,0,,,Number of distilaltions,,,,,
Fiji,,44.8 %,Brown,700 ml,Pierre Ferrand,Corporation Bella Vita International,13857986,03460410530820,,13857986,Plantation Rhum Fidji Millésime Grand Terroir,Products,75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13857986-1_1578543915.png,0,Vieux,,,,,
Italy,Veneto,40 %,,500 ml,Poli Distillerie,Montalvin Inc. (GB),540963,08014115000369,,540963,Poli Jacopo Moscato,Products,96.5,false,simple,0,https://www.saq.com/media/catalog/product/5/4/540963-1_1580602232.png,,,,,,,
Italy,Veneto,40 %,,700 ml,Poli Distillerie,Montalvin Inc. (GB),10330370,08014115000284,,10330370,Po' Merlot di Poli,Products,61.75,false,simple,0,https://www.saq.com/media/catalog/product/1/0/10330370-1_1580595922.png,,,,,,Merlot,
Jamaica,,42 %,Brown,700 ml,Pierre Ferrand,Corporation Bella Vita International,12260264,03460410530233,,12260264,Plantation Jamaica Old Reserve,Products,59.75,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12260264-1_1580662215.png,,Mention dâge,,,,,
Italy,Veneto,40 %,Amber,500 ml,Poli Distillerie,Montalvin Inc. (GB),11350971,08014115001137,,11350971,Poli Barili di Rhum,Products,103.5,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11350971-1_1580616613.png,,,,,,,
Italy,Veneto,40 %,Amber,500 ml,Poli Distillerie,Montalvin Inc. (GB),11350962,08014115001144,,11350962,Poli Porto,Products,104,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11350962-1_1580616612.png,,,,,,,
Barbados,,42 %,Amber,700 ml,Pierre Ferrand,Corporation Bella Vita International,10913276,03460410529466,,10913276,Plantation Old Reserve Barbados,Products,59.75,false,simple,0,https://www.saq.com/media/catalog/product/1/0/10913276-1_1580610022.png,,,,,,,
Italy,,46 %,Amber,700 ml,Poli Distillerie,Montalvin Inc. (GB),13574601,08014115001755,,13574601,Poli La Première,Products,194.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13574601-1_1578538208.png,,,,,,"Cabernet sauvignon 34 %, Merlot 33 %, Petit verdot 33 %",
United Kingdom,England,41.2 %,,750 ml,Chivas Brothers Ltd.,Corby Spiritueux et Vins Limitée,12307712,00652080075418,,12307712,Plymouth English Gin,Products,46,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12307712-1_1580662821.png,0,,,,London dry gin,,
France,,43 %,,750 ml,S.V.S. La Martiniquaise,Univins et spiritueux Inc,13593087,03147699109328,,13593087,Poliakov Premium,Products,24.25,false,simple,0,,,,,,,,
United Kingdom,"Scotland, Islay",50 %,Golden,750 ml,Bruichladdich Distillery Company Limited,Southern Glazers Wine,12471838,05055807400152,,12471838,Port Charlotte Scottish Barley Islay Scotch Single Malt,Products,105.25,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12471838-1_1580666126.png,,,,,,,
France,,69 %,Brown,700 ml,C. Ferrand,Corporation Bella Vita International,13574661,03460410528643,,13574661,Plantation OFTD Overproof 69,Products,40.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13574661-1_1578538209.png,0,,,,,,
Ireland,,46 %,Amber,750 ml,Midleton Distillery,Corby Spiritueux et Vins Limitée,13415782,00080432200315,,13415782,Powers Signature Release,Products,58,false,simple,5,https://www.saq.com/media/catalog/product/1/3/13415782-1_1578535512.png,1,,,,,,
Poland,,40 %,White,750 ml,Polugar,Robert Peides Inc.,13336700,05902012671276,,13336700,Polugar Classic Rye,Products,92.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13336700-3_1578534320.png,0,Number of distilaltions,,,,,
Poland,,40 %,White,750 ml,Polugar,Robert Peides Inc.,13336769,05902012671504,,13336769,Polugar Barley,Products,92.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13336769-1_1578534320.png,,Number of distilaltions,,,,,
Italy,Veneto,35 %,Golden,500 ml,Poli Distillerie,Montalvin Inc. (GB),11731141,08014115000154,,11731141,Poli Miele,Products,39,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11731141-1_1580626508.png,,,,,,,
Panama,,41.6 %,Amber,700 ml,C. Ferrand,Corporation Bella Vita International,14508921,03460410531148,,14508921,Plantation Panama Old Reserve,Products,59.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14508921-1_1595256049.png,,,,,,,
Italy,,46 %,,700 ml,Poli Distillerie,Montalvin Inc. (GB),12824091,08014115001649,,12824091,Poli Marconi 46,Products,53.25,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12824091-1_1578411313.png,0,,,,,,
Italy,,40 %,,700 ml,Poli Distillerie,Montalvin Inc. (GB),14485969,08014115001885,,14485969,Poli Elisir Sambuca,Products,30.25,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14485969-1_1603113024.png,,,,,,,
Italy,,40 %,Amber,500 ml,Poli Distillerie,Montalvin Inc. (GB),13860034,08014115001823,,13860034,Poli Bassano 24 Carati Oro,Products,36.25,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13860034-1_1578543923.png,,,,,,,
Peru,,43.5 %,Brown,700 ml,Pierre Ferrand,Corporation Bella Vita International,13857994,03460410531100,,13857994,Plantation Rhum Pérou Grand Terroir,Products,74.5,false,simple,4.5,https://www.saq.com/media/catalog/product/1/3/13857994-1_1578543915.png,2,Vieux,,,,,
Ireland,,40 %,Amber,750 ml,Irish Distillers Ltd,Corby Spiritueux et Vins Limitée,10235663,00080432586174,,10235663,Redbreast Twelve Years Old Single Pot Still,Products,79,false,simple,5,https://www.saq.com/media/catalog/product/1/0/10235663-1_1583934910.png,1,,,,,,
Mexico,Valle de Guadalupe,46 %,White,750 ml,Quiereme Mucho,,13484690,07500326358920,,13484690,Quiereme Mucho Tepextate Mezcal,Products,199.25,false,simple,0,,,Gold (joven ou oro),,,Dénomination dorigine (DO),,
Dominican Republic,,40 %,Amber,700 ml,Beveland Distillers,Tocade,14379955,08438001407757,,14379955,Relicario Peated Finish,Products,83.5,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14379955-1_1584984921.png,,,,,,,
Mexico,Valle de Guadalupe,46 %,White,750 ml,Quiereme Mucho,,13484702,07500326358944,,13484702,Quiereme Mucho Tobala Mezcal,Products,185.25,false,simple,0,,,Gold (joven ou oro),,,Dénomination dorigine (DO),,
United States,Minnesota,40 %,,750 ml,Phillips Products Co.,Southern Glazers Wine,14219687,00087116019034,,14219687,Prairie Gin,Products,38,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14219687-1_1606338314.png,,,Organic product,,,,
Canada,Quebec,43 %,,750 ml,ODwyer Micro-Distillerie gaspésienne inc.,Agence Goutte-à-Goutte s.e.n.c.,13305090,01357945000015,Made in Québec,13305090,Radoune,Products,43,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13305090-1_1578534016.png,0,,,,,,
Dominican Republic,,40 %,Amber,700 ml,Beveland Distillers,Tocade,14379980,08438001405883,,14379980,Relicario Superior,Products,60.5,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14379980-1_1584717928.png,,,,,,,
Canada,Quebec,37.5 %,Yellow,700 ml,PUR Vodka,Vins Philippe Dandurand Ltée,14315353,00040232417399,Bottled in Québec,14315353,Pur Vodka Série Autographe Le Château Frontenac Arômatisée Miel Urbain et Safran,Products,50,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14315353-1_1578555018.png,,,,,,,
Spain,,40 %,,700 ml,Manuel Acha fabrica licores,Réseau International Global Inc.,14015414,08410512013535,,14015414,Purua Organic Gin,Products,58,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14015414-1_1578549015.png,0,,Organic product,,,,
Czech Republic,,45 %,,750 ml,Rudolf Jelinek AS,Tries Distribution Inc.,11034880,08594000873228,,11034880,R. Jelinek Slivovice,Products,40.25,false,simple,5,https://www.saq.com/media/catalog/product/1/1/11034880-1_1580611820.png,2,,,,,,
United States,Minnesota,35 %,,750 ml,Phillips Products Co.,Southern Glazers Wine,14210447,00087116019058,,14210447,Prairie Vodka Cucumber,Products,35,false,simple,0,,,,Organic product,,,,
Mexico,Jalisco,40 %,Amber,750 ml,Casa San Matias,Corporation Bella Vita International,14021582,00750175202029,,14021582,Pueblo Viejo Reposado,Products,53.5,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14021582-1_1578549315.png,,Aged (reposado ou dorado),,Tequila,Dénomination dorigine (DO),,
Mexico,Valle de Guadalupe,46 %,White,750 ml,Quiereme Mucho,,13487524,07500326358913,,13487524,Quiereme Mucho Espadin Mezcal,Products,174.5,false,simple,0,,,Gold (joven ou oro),,,Dénomination dorigine (DO),,
Canada,British Columbia,43 %,,750 ml,Central City Brewing,,13592965,00628113003604,,13592965,Queensborough Gin,Products,47,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13592965-1_1578538520.png,0,,,,,,
Canada,Quebec,37.5 %,,700 ml,PUR Vodka,Vins Philippe Dandurand Ltée,13980642,00040232279508,Bottled in Québec,13980642,Pur Vodka Série Autographe Michel Jodoin Arômatisée Pomme Geneva,Products,50.25,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13980642-1_1578547515.png,,,,,,,
Italy,Veneto,40 %,Amber,700 ml,Poli Distillerie,Montalvin Inc. (GB),11673008,08014115000185,,11673008,Prugna di Poli,Products,40,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11673008-1_1580625325.png,0,,,,,,
Italy,,40 %,Brown,750 ml,Pernod Ricard Italia,Corby Spiritueux et Vins Limitée,347484,08006550943134,,347484,Ramazzotti Black,Products,24.4,false,simple,0,https://www.saq.com/media/catalog/product/3/4/347484-1_1580594112.png,0,,,,,,
Italy,,38 %,,1.14 L,Pernod Ricard Italia,Corby Spiritueux et Vins Limitée,11426980,07006544643003,,11426980,Ramazzotti Sambuca,Products,35.75,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11426980-1_1580617814.png,,,,,,,
Mexico,Valle de Guadalupe,46 %,White,750 ml,Quiereme Mucho,,13487532,07500326358937,,13487532,Quiereme Mucho Cuische Mezcal,Products,192.25,false,simple,0,,,Gold (joven ou oro),,,Dénomination dorigine (DO),,
Canada,,32 %,Red,1.14 L,XXXPremixx,Univins et spiritueux Inc,12290615,00057496005842,Bottled in Québec,12290615,Premixxx Volcano,Products,32.25,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12290615-1_1580662813.png,0,,,,,,
Trinidad and Tobago,,40 %,Amber,700 ml,1423 Aps,Importations BMT Inc,14127301,05712718000764,,14127301,Rammstein Rum,Products,80.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14127301-1_1578552309.png,0,,,,,,
Canada,Quebec,40 %,,375 ml,PUR Vodka,Vins Philippe Dandurand Ltée,12877774,00040232206153,Bottled in Québec,12877774,Pur Ultra Premium,Products,24.95,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12877774-1_1578412514.png,,,,,,,
French Guiana,,40 %,Brown,750 ml,The Patron Spirits Company,Bacardi Canada Inc.,11733904,00721733100026,,11733904,Pyrat X.O. Reserve,Products,51,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11733904-1_1580626510.png,0,,,,,,
United States,Minnesota,40 %,,750 ml,Phillips Products Co.,Southern Glazers Wine,14210210,00087116019126,,14210210,Prairie Vodka,Products,35,false,simple,0,,,,Organic product,,,,
Spain,,38 %,Amber,700 ml,Destilerias Aldea S.L.,Esprit Rézin 9317-2724 Qc Inc. (spirit.),13843306,08420128000034,,13843306,Ron Aldea Anejo,Products,38.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13843306-1_1578543320.png,,Mention dâge,,,,,
Panama,,40 %,Amber,750 ml,Varela Hermanos SA,81750 Canada Ltée,12555468,00088291110356,,12555468,Ron Abuelo Anejo 7 years,Products,47.25,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12555468-1_1578345917.png,,,Kosher,,,,
Canada,Alberta,40 %,Amber,750 ml,Phillips Products Co.,Southern Glazers Wine,13418422,00087116036598,,13418422,Revel Stoke,Products,29.3,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13418422-1_1578535516.png,0,,,,,,
France,Normandie,40.2 %,Amber,700 ml,Roger Groult - Clos de la Hurvanière,La QV Inc. (GB),13971607,03586150007702,,13971607,Roger Groult Calvados Pays d'Auge Hydromel Cask Finish 7 Years,Products,123.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13971607-1_1578547222.png,,Mention dâge,,Calvados Pays dAuge,Appellation origine controlée (AOC),,
France,Normandie,46 %,Amber,700 ml,Roger Groult - Clos de la Hurvanière,La QV Inc. (GB),13626352,03586150010702,,13626352,Roger Groult Calvados Hors d'Age XO Whisky Cask Finish,Products,148.75,false,simple,0,,,Hors dâge,,Calvados Pays dAuge,Appellation origine controlée (AOC),,
France,Normandie,40 %,Amber,700 ml,Roger Groult - Clos de la Hurvanière,La QV Inc. (GB),12590466,03586151000702,,12590466,Roger Groult Reserve Ancestral,Products,518,false,simple,0,,,,,Calvados Pays dAuge,Appellation origine controlée (AOC),,
Spain,,45 %,Amber,500 ml,Sanchez Romate Hnos SA,Divin Paradis Inc.,11674271,08410161202243,,11674271,Romate Cardenal Mendoza Non Plus Ultra Brandy de Jerez,Products,1160,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11674271-1_1580625326.png,,X.O. (Extra Old),,,,,
France,Normandie,41 %,Amber,1.5 L,Roger Groult - Clos de la Hurvanière,La QV Inc. (GB),12590052,03586150501507,,12590052,Roger Groult Age d'Or,Products,340,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12590052-1_1578347417.png,,,,Calvados Pays dAuge,Appellation origine controlée (AOC),,
France,"Poitou-Charentes, Grande Champagne",40 %,Amber,750 ml,E. Remy-Martin &amp; Cie.,Southern Glazers Wine,12184783,00087236002114,,12184783,Rémy Martin 1738 Accord Royal,Products,109,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12184783-1_1580661017.png,0,,,Cognac,Appellation origine controlée (AOC),,
France,Normandie,41 %,Amber,700 ml,Roger Groult - Clos de la Hurvanière,La QV Inc. (GB),12484786,03586150120708,,12484786,Roger Groult 12 Years Calvados Pays d'Auge,Products,97,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12484786-1_1580667311.png,0,,,Calvados Pays dAuge,Appellation origine controlée (AOC),,
Italy,,43 %,White,500 ml,Casa Vinicola Zonin SPA,Mosaiq Vins et Spiritueux Inc.,14126860,08002235032506,,14126860,Rocca di Montemassi Maremma Spirit Imperiale,Products,50.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14126860-1_1580352312.png,,,,,,,
France,"Poitou-Charentes, Petite Champagne",40 %,Amber,375 ml,Cls Rémy Cointreau,Southern Glazers Wine,11464388,00087236002343,,11464388,Rémy Martin X.O.,Products,140,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11464388-1_1580621728.png,,X.O. (Extra Old),,Cognac,Appellation origine controlée (AOC),"Ugni blanc 97 %, Colombard 3 %",
France,"Poitou-Charentes, Grande Champagne",40 %,Amber,1.5 L,Cls Rémy Cointreau,Southern Glazers Wine,14184701,03024480008612,,14184701,Rémy Martin Louis XIII,Products,9000,false,simple,0,,,X.O. (Extra Old),,Cognac,Appellation origine controlée (AOC),,
France,"Poitou-Charentes, Grande Champagne",40 %,Amber,700 ml,Cls Rémy Cointreau,Southern Glazers Wine,10974976,03024480007974,,10974976,Rémy Martin Louis XIII X.O. Poitou-Charente,Products,3800.25,false,simple,0,https://www.saq.com/media/catalog/product/1/0/10974976-1_1580611216.png,0,X.O. (Extra Old),,Cognac,Appellation origine controlée (AOC),"Ugni blanc 97 %, Colombard 3 %",
